CID,Plant absorption and mobility,Soil absorption and mobility,Plant bioconcentrations,Terrestrial animals bioconcentrations,Aquatic animals bioconcentrations,Sediment and soil bioconcentrations,Aerobic degradation,Anaerobic degradation
23897,0,0,0,0,0,0,0,0
2391,0,0,0,0,0,0,0,0
23931,0,0,0,0,0,1,1,1
23940,0,0,1,0,1,1,0,0
23954,0,0,0,0,1,0,0,0
23956,0,0,0,0,0,0,0,0
23966,0,0,1,1,1,1,0,0
23969,0,0,0,0,0,0,0,0
23976,0,0,0,0,0,0,0,0
23978,0,0,1,0,0,0,0,0
23985,0,0,1,1,0,1,1,1
240,0,1,1,0,1,1,1,1
24008,0,0,0,0,0,1,0,0
24011,0,1,0,0,0,0,0,0
24012,0,0,0,0,0,0,0,0
2405,0,0,0,0,1,0,0,0
24083,0,0,0,0,0,0,0,0
24085,0,0,1,0,0,0,0,0
241,0,1,1,0,1,1,1,1
24193,0,0,0,0,0,0,0,0
24203,0,0,0,0,0,0,0,0
24261,0,0,0,0,0,0,0,0
24268,0,0,0,0,0,0,0,0
243,1,1,0,0,1,0,1,1
24385,0,0,0,0,0,0,0,0
24393,0,0,0,0,0,0,0,0
244,0,1,1,0,1,1,1,1
24403,0,0,0,0,0,0,0,0
24404,0,1,0,0,0,1,0,0
24408,0,0,0,0,0,0,1,1
24434,0,0,0,0,0,0,0,0
24439,0,0,0,0,0,0,0,0
24450,0,0,0,0,0,0,0,0
24455,0,0,0,0,0,0,0,0
24462,0,0,0,0,0,0,0,0
24463,0,0,1,0,0,0,0,0
24470,0,0,0,0,0,0,0,0
24477,0,0,0,0,0,0,0,0
24482,0,1,0,0,0,0,1,1
24488,0,0,0,0,0,0,0,0
24489,0,0,0,0,0,0,1,1
24495,0,0,0,0,0,0,1,1
24500,1,0,0,0,0,0,0,0
24501,1,0,0,0,0,0,0,0
24504,0,0,0,0,0,0,0,0
24524,0,1,0,0,0,0,0,0
24526,0,0,0,0,0,0,0,0
24547,0,0,0,0,0,0,0,0
24550,0,0,0,0,0,0,0,0
24572,1,0,1,1,0,1,0,0
24586,0,0,0,0,0,0,0,0
24587,0,0,0,0,0,0,0,0
24638,0,1,0,0,0,0,1,1
24639,0,1,1,0,0,1,1,1
246728,0,0,1,0,0,1,0,0
24685,1,1,0,0,0,1,1,1
24722,1,1,0,0,0,0,1,1
24726,0,1,0,0,0,0,1,1
24738,0,1,0,0,0,0,1,1
24743,1,0,0,0,0,0,0,0
24744,1,1,0,0,0,0,1,1
24773,0,0,0,0,1,0,0,0
2479,0,0,0,0,0,0,0,0
24811,0,1,0,0,0,0,0,0
24813,0,1,0,0,0,0,0,0
24820,0,0,0,0,0,0,0,0
24822142,1,0,0,0,0,0,0,0
24823,0,0,0,0,0,0,0,0
24824,0,0,1,1,0,0,0,0
24838536,1,0,0,0,0,0,0,0
24841,0,0,0,0,0,0,0,0
24848,0,0,0,0,0,0,0,0
24850,1,0,0,0,0,0,0,0
24857,0,0,0,0,1,1,0,0
24874,0,0,0,0,0,1,0,0
24883,1,1,0,0,1,1,1,1
248886,0,0,0,0,1,0,0,0
249266,0,0,0,0,1,1,0,0
24934,0,1,0,0,0,1,0,0
24947,0,0,0,0,0,0,0,0
24965,0,0,0,0,0,0,0,0
24978553,0,0,0,0,1,0,0,0
25113606,0,1,0,0,0,0,1,1
2513,1,1,1,0,0,0,1,1
25146,0,1,0,0,0,0,0,0
25154,0,1,0,0,0,0,0,0
25181547,1,0,0,0,0,0,0,0
2519,0,1,1,0,0,1,1,1
25199574,0,0,0,0,0,0,0,0
2520,0,0,0,0,0,1,0,0
25204,0,0,0,0,0,0,0,0
25212,0,0,0,0,0,0,0,0
25214,0,0,1,0,0,1,0,0
25223,0,0,0,0,0,0,0,0
25249,0,0,0,0,0,0,0,0
25271089,1,0,0,0,0,0,0,0
2537,0,1,1,0,0,0,1,1
25408,0,0,0,0,0,0,1,1
25429,1,0,1,1,0,0,0,0
25477,0,0,0,0,0,1,0,0
25517,0,0,0,0,0,0,0,0
2554,0,0,0,0,0,0,0,0
2562,0,0,0,0,0,0,0,0
2566,1,1,1,1,1,1,1,1
25670,0,0,0,0,0,1,0,0
25680,0,0,0,0,0,0,1,1
2576,0,0,0,0,0,0,0,0
25912,1,1,0,0,0,0,1,1
26033,1,0,0,0,0,0,0,0
26042,0,0,0,0,0,0,0,0
26052,0,0,1,0,0,1,0,0
26077,0,0,0,0,0,0,0,0
261,0,0,1,0,0,0,1,1
26111,0,0,1,1,1,1,0,0
26124,1,0,0,0,0,0,0,0
26164,0,0,0,1,0,1,0,0
262,0,1,1,0,0,0,1,1
26229,1,0,0,0,0,0,0,0
263,0,1,1,0,1,0,1,1
264,0,1,0,0,0,1,1,1
26423,0,0,0,0,0,1,0,0
26597,1,0,0,0,0,0,0,0
26633,0,0,0,0,0,0,0,0
26710,1,1,0,0,0,0,1,1
2682,0,0,1,0,1,1,1,1
2707,0,1,0,0,0,0,1,1
2708,0,0,0,0,0,0,0,0
2710,0,0,0,0,0,0,0,0
2712,0,0,0,0,0,0,0,0
27159,1,0,0,0,0,0,0,0
2717,0,0,0,0,0,0,0,0
27189,1,0,0,0,0,0,0,0
2719,0,0,0,0,0,0,0,0
27195,1,0,0,0,0,0,0,0
2720,0,0,0,0,0,0,0,0
2723601,0,0,0,0,0,0,0,0
2723650,0,1,1,0,0,0,1,1
2723790,0,1,1,0,0,0,1,1
2723949,0,1,0,0,0,0,1,1
2724,0,0,0,0,0,0,0,0
2724224,0,1,0,0,0,0,0,0
2724247,0,1,0,0,0,0,0,0
2724385,0,1,1,0,0,0,0,0
2725,0,0,0,0,0,0,0,0
2726,0,0,0,0,0,0,0,0
2727,0,0,0,0,0,0,0,0
2728,1,1,1,0,0,1,1,1
27295,1,0,0,0,0,0,0,0
2730,1,1,0,0,1,1,1,1
2732,0,0,0,0,0,0,0,0
27350,0,0,0,0,0,0,0,0
2735111,0,0,0,0,0,0,0,0
27375,0,0,1,0,0,1,1,1
2743,1,0,0,0,0,0,0,0
27441,0,1,0,0,0,0,1,1
27447,0,0,0,0,0,0,0,0
2758,0,1,1,0,0,1,0,0
27582,0,0,0,0,1,0,0,0
2771,0,0,0,0,1,1,0,0
27756,0,1,0,0,0,0,1,1
2777549,1,0,0,0,0,0,0,0
27867,0,1,0,0,0,0,0,0
27880,0,0,0,0,0,0,0,0
2796,0,0,0,0,0,0,0,0
27975,1,0,0,0,0,0,0,0
27982,1,0,0,0,0,0,1,1
280,0,0,0,0,0,0,0,0
2800,0,0,0,0,0,0,0,0
2802,0,0,0,0,0,0,0,0
2803,0,0,0,0,0,0,0,0
2809,0,0,0,0,0,0,0,0
281,0,0,0,0,0,0,0,0
28116,0,0,0,0,0,0,0,0
2812,0,0,0,0,0,0,0,0
28145,0,0,0,0,0,0,0,0
28292,0,0,0,0,0,1,0,0
284,0,1,1,1,1,1,1,1
28558,0,0,1,1,1,0,0,0
28700,0,1,0,0,0,0,1,1
2871,0,1,0,1,1,1,1,1
28780,1,1,0,0,0,0,1,1
2879,0,1,1,1,0,1,1,1
2882,0,0,0,0,0,0,0,0
289,0,1,1,0,0,0,1,1
2893,0,0,0,0,0,0,0,0
28935,1,1,1,0,0,0,1,1
28936,1,1,0,0,0,1,1,1
2907,0,0,0,0,0,0,0,0
2910,0,0,0,0,0,0,0,0
2912,1,0,0,0,0,1,0,0
2913,0,0,0,0,0,0,0,0
29216,1,0,0,0,0,0,0,0
29394,0,0,0,0,0,0,1,1
29402,0,0,0,0,1,0,0,0
2943,0,1,0,1,1,1,1,1
2952,0,0,0,0,0,0,0,0
29575,0,0,0,1,1,1,0,0
2968,0,0,0,0,0,0,0,0
2969,0,0,1,0,0,1,1,1
29697,1,0,0,0,0,0,0,0
297,0,1,0,0,0,1,1,1
2973,0,0,0,0,0,0,0,0
29732,1,0,0,0,0,1,0,0
299,0,1,1,1,1,1,1,1
29910,0,0,0,1,1,1,0,0
2995,0,0,0,0,0,0,0,0
300,0,1,0,0,0,0,1,1
3000502,0,0,0,0,0,0,0,0
3000540,0,0,0,0,0,0,0,0
3007,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0,0
3014032,1,0,0,0,0,0,0,0
3016,0,0,0,0,0,0,0,0
3017,0,1,0,0,1,1,1,1
3023,0,0,0,0,1,1,0,0
3024,0,1,0,0,0,0,0,0
3025,0,0,0,0,0,0,0,0
3026,1,1,1,1,1,1,1,1
3030,1,1,1,0,0,1,1,1
3031,1,1,0,0,0,1,1,1
3032297,1,1,0,0,0,0,1,1
3032536,0,0,0,0,0,0,0,0
3032540,1,0,0,0,0,0,0,0
3032552,0,0,0,0,0,0,0,0
3032581,1,0,1,0,0,1,0,0
3032604,1,1,1,1,0,0,1,1
3032791,1,0,1,0,0,0,0,0
3032792,1,0,0,0,0,0,0,0
3032840,0,0,0,0,0,1,0,0
3033,0,0,0,0,0,1,0,0
30331,1,0,0,0,0,0,0,0
3033674,1,0,0,0,0,0,0,0
3034034,0,0,1,0,0,0,0,0
3034285,1,0,0,0,0,0,0,0
3034287,1,0,1,1,1,0,0,0
3034378,1,0,0,0,0,0,0,0
3034380,1,0,0,0,0,0,0,0
3035,0,1,1,1,1,1,1,1
3035829,1,0,0,0,0,0,0,0
3036,0,1,1,1,1,1,1,1
3038,0,0,0,0,0,0,0,0
3039,1,1,1,1,1,1,1,1
3042,0,0,0,0,0,0,0,0
30479,1,0,0,1,0,1,0,0
3048,1,1,1,1,1,1,1,1
3049,0,0,0,0,0,0,0,0
30545,0,1,0,0,0,0,0,0
3055,0,0,0,0,0,0,0,0
30692,0,0,0,0,0,1,0,0
30699,0,0,0,0,0,0,0,0
3070,0,0,0,0,0,0,0,0
30709,0,0,0,0,0,1,1,1
3073,0,0,1,0,0,1,0,0
30772,1,0,0,0,0,0,0,0
30773,1,0,0,0,0,1,0,0
3081304,1,0,0,0,0,0,0,0
3081363,1,0,0,0,0,0,0,0
3082,1,1,1,0,1,1,1,1
3084169,1,0,0,0,0,0,0,0
30913,1,0,0,0,0,0,0,0
3100,0,0,0,0,1,1,0,0
3102,0,0,1,0,0,1,0,0
31070,1,0,0,0,1,0,0,0
31099,1,0,0,0,0,0,0,0
311,0,1,0,0,0,0,1,1
3117,0,0,0,0,0,0,0,0
3118,1,1,0,0,0,1,1,1
31199,0,0,0,0,0,0,0,0
3120,1,1,0,0,1,1,1,1
31200,0,1,1,0,1,1,1,1
31215,0,1,0,0,0,0,1,1
31217,0,1,0,0,0,0,1,1
31222,0,0,0,0,1,1,0,0
31229,0,0,0,0,0,0,1,1
31237,0,1,0,0,0,1,1,1
31239,0,1,0,0,0,0,1,1
31244,0,0,1,0,0,0,1,1
31245,0,1,0,0,0,0,0,0
31250,0,1,0,0,0,0,1,1
31253,0,1,1,0,0,1,1,1
31254,0,1,0,0,1,0,1,1
31256,0,1,0,0,0,1,1,1
31260,0,1,0,0,1,0,1,1
31261,0,1,0,0,0,0,1,1
31263,0,1,0,0,0,0,1,1
31264,0,0,0,0,0,0,0,0
31268,0,1,1,0,1,0,1,1
31269,0,1,0,0,0,0,0,0
31271,0,1,0,0,0,1,1,1
31272,0,1,1,0,1,0,1,1
31275,0,1,0,0,0,0,1,1
31276,0,1,1,0,0,0,1,1
31278,0,1,0,0,0,0,1,1
31284,0,0,0,0,0,1,0,0
31285,0,1,0,0,0,0,1,1
31288,0,1,0,0,0,0,1,1
31289,0,0,1,0,1,0,0,0
31292,0,1,0,0,0,1,1,1
31295,0,1,0,0,0,0,0,0
31296,0,0,1,0,0,1,1,1
313,0,1,0,1,0,0,0,0
31307,0,0,0,0,0,0,0,0
31343,0,1,0,0,0,0,0,0
31347,0,1,0,0,0,0,1,1
31356,0,0,0,0,0,1,1,1
31357,0,1,0,1,0,1,1,1
31369,0,1,0,0,0,0,0,0
31370,0,1,0,0,0,0,0,0
31373,0,1,1,1,1,1,1,1
31374,0,1,0,0,0,0,1,1
31378,0,0,0,0,0,0,0,0
31404,0,1,0,0,0,0,1,1
31405,0,0,0,0,0,1,0,0
31423,0,0,1,1,1,1,0,0
3156,0,0,0,0,0,0,0,0
31573,1,0,0,0,0,0,0,0
3158,0,0,0,0,0,0,0,0
31645,1,0,0,0,0,0,0,0
31677,1,0,1,0,1,0,0,0
3168,0,0,0,0,0,0,0,0
31703,0,0,0,0,0,0,0,0
3182,0,0,0,0,0,0,0,0
31899,0,0,0,0,0,0,1,1
31957,1,0,0,1,0,0,0,0
32154,1,0,0,0,0,0,0,0
32184,0,0,1,1,0,1,0,0
3224,0,1,1,1,1,1,1,1
3225,1,1,0,0,0,0,1,1
323,0,1,0,0,0,0,1,1
3249,0,0,0,0,0,0,0,0
32490,0,0,0,0,1,0,0,0
32518,1,0,0,0,0,0,0,0
32611,0,0,0,0,0,0,1,1
3278,0,0,0,0,0,0,0,0
3283,0,1,0,0,0,0,1,1
3284,0,0,0,0,0,0,0,0
3286,0,1,0,1,1,1,1,1
32872,1,0,0,0,0,1,0,0
3289,0,1,1,0,0,1,1,1
32898,0,1,0,0,0,0,1,1
3291,0,0,0,0,0,0,0,0
32928,0,0,0,0,1,0,0,0
3295,0,0,0,0,0,0,0,0
33,0,1,0,0,0,0,1,1
3301,0,1,0,0,0,0,1,1
33032,0,1,1,0,0,1,1,1
33036,0,0,0,0,0,0,0,0
33133,0,0,0,0,1,0,0,0
3314,0,1,1,0,0,0,1,1
33255,0,0,0,0,0,0,0,0
33257,1,0,0,0,0,0,0,0
33263,0,0,0,1,1,0,0,0
3327,0,1,0,0,0,0,1,1
33360,1,0,0,0,0,0,0,0
3337,0,0,0,0,0,0,0,0
3342,0,0,0,0,0,0,0,0
3345,0,0,0,0,0,0,0,0
3346,1,1,0,0,0,0,1,1
3347,0,0,0,0,0,1,0,0
335,0,1,1,1,1,1,1,1
33500,1,0,0,0,0,1,0,0
3352,1,0,0,0,1,1,0,0
33557,0,1,0,0,0,0,0,0
33565,1,0,0,0,0,0,0,0
33599,0,1,1,1,1,1,1,1
33613,0,0,1,0,1,0,0,0
3366,0,0,0,0,0,0,0,0
3372,0,0,0,0,0,0,0,0
3374,0,0,0,0,1,1,0,0
33772,0,0,0,1,1,1,0,0
33775,1,0,0,0,0,1,0,0
338,0,1,1,0,0,1,1,1
3385,0,0,0,0,0,0,0,0
3393,0,0,0,0,0,0,0,0
33934,0,1,1,0,1,1,1,1
34,0,1,0,0,0,0,1,1
34007,0,0,0,0,0,0,0,0
34140,0,0,0,1,1,1,1,1
34148,0,0,1,0,0,1,0,0
34192,1,0,0,1,1,1,0,0
342,0,1,1,0,0,1,1,1
3423265,0,1,0,0,0,0,1,1
3440,0,0,0,0,0,1,0,0
3444,1,0,0,0,0,0,0,0
34466,0,0,0,1,1,1,0,0
34526,1,0,0,1,1,1,0,0
3467,0,0,0,0,1,0,0,0
34766,1,0,0,0,0,0,0,0
3485,0,1,0,0,0,0,1,1
3487,0,0,0,0,0,0,0,0
3495,0,0,0,0,0,0,0,0
3496,1,0,1,0,0,1,0,0
3516,0,0,0,0,0,0,0,0
3518,0,0,0,0,0,0,0,0
3526,1,0,0,0,0,0,0,0
3559,0,0,0,0,0,0,0,0
356,0,1,1,0,1,1,1,1
3589,0,1,1,1,1,1,1,1
35969,1,0,0,0,0,0,0,0
3598,0,1,0,0,0,1,1,1
3601,0,0,0,0,0,0,0,0
3606,0,0,0,0,0,0,0,0
3607071,0,0,0,0,0,0,0,0
3610,0,1,0,0,0,0,0,0
3623881,1,0,0,0,0,0,0,0
36242,1,0,0,0,0,0,0,0
36250,1,0,0,0,0,0,0,0
36294,0,0,0,0,0,0,0,0
3639,0,0,0,0,0,1,0,0
36392,1,0,0,0,0,1,0,0
36400,0,0,0,1,1,1,0,0
3647,0,0,0,0,0,0,0,0
36565,1,0,0,0,0,0,0,0
3658,0,0,0,0,0,0,0,0
36584,1,0,0,0,0,0,0,0
36606,1,0,0,0,0,0,0,0
36679,1,0,0,0,0,0,0,0
3672,0,0,0,0,0,0,0,0
3676,0,0,0,0,0,0,0,0
3677,0,0,0,0,0,0,0,0
36867,1,0,0,0,0,0,0,0
36938,0,0,0,0,0,0,1,1
3696,0,0,0,0,0,0,0,0
370,0,1,0,0,0,0,1,1
37034,0,0,0,1,0,0,0,0
37123,0,0,1,1,0,1,0,0
3715,0,0,0,0,0,1,0,0
37175,1,0,0,0,0,1,0,0
37270,0,0,1,0,1,1,0,0
3728,0,0,0,0,0,0,0,0
3735,0,0,0,0,0,0,0,0
37517,1,0,0,0,0,0,0,0
3767,0,0,0,0,0,0,0,0
3776,0,1,0,0,0,0,1,1
3780,0,0,0,0,0,0,0,0
37840,0,0,1,1,0,1,0,0
37869,1,0,0,0,0,0,0,0
379,0,1,1,0,0,1,1,1
37907,1,0,0,0,0,0,0,0
38018,0,1,1,1,1,1,1,1
38037,0,0,1,1,0,1,0,0
38103,0,0,0,0,0,0,0,0
3821,0,1,0,0,0,0,1,1
38235,1,0,0,0,0,0,0,0
3830,1,0,0,0,0,0,0,0
38479,1,0,1,0,0,1,0,0
38687,1,0,0,0,0,0,0,0
38779,1,0,0,0,0,0,0,0
38839,1,0,0,0,0,0,0,0
38853,0,0,0,0,0,0,0,0
38854,1,0,0,0,0,0,0,0
38884,1,0,0,0,0,0,0,0
3893,0,0,1,0,1,1,0,0
39040,1,0,0,0,0,0,0,0
39223,1,0,0,0,0,0,0,0
39230,1,0,0,0,0,1,0,0
39327,1,0,0,0,0,1,0,0
39385,1,0,1,0,1,0,0,0
39425,1,0,0,0,0,0,0,0
39527,0,0,0,0,0,0,1,1
3964,0,0,0,0,0,0,0,0
39676,0,0,1,0,0,1,0,0
398,0,1,0,0,0,0,1,1
39929,0,0,1,1,1,1,0,0
39965,1,0,1,0,1,1,0,0
39985,1,0,0,0,0,0,0,0
40032,1,0,0,0,0,0,0,0
4004,1,1,1,1,1,1,1,1
40087,1,0,0,0,0,0,0,0
402,0,1,0,0,0,0,1,1
4020,0,0,0,0,0,0,0,0
403,0,0,0,0,0,0,1,1
4030,0,0,0,0,0,0,0,0
40326,0,0,1,0,0,1,0,0
4034,0,0,0,0,0,0,0,0
40413,1,0,0,0,0,0,0,0
40470,0,0,1,1,1,1,0,0
40521,1,0,0,0,0,0,0,0
4055,0,0,0,0,0,0,0,0
4058,0,0,0,0,0,0,0,0
40585,1,0,0,0,0,1,0,0
40621,0,0,0,0,0,0,1,1
40623,0,0,0,0,0,0,1,1
4064,0,0,0,0,0,0,0,0
40818,0,1,0,0,0,0,1,1
40896,1,0,0,0,0,0,0,0
4091,0,0,0,0,0,1,0,0
4093,0,0,0,0,0,0,1,1
4095,0,0,0,0,0,0,0,0
4096,0,1,1,0,0,1,1,1
4101,0,1,0,0,1,0,1,1
4107,0,0,0,0,0,0,0,0
4109,1,1,0,1,0,0,1,1
4113,0,0,0,0,0,0,0,0
4114,0,1,1,0,0,0,1,1
4115,0,1,1,1,1,1,1,1
412,1,0,1,0,0,0,0,0
4121,0,0,0,0,0,0,0,0
4130,1,1,1,1,1,1,1,1
4133,0,1,0,0,0,0,1,1
41368,1,0,1,0,0,0,0,0
41381,1,0,0,0,0,0,0,0
41384,1,0,0,0,0,0,0,0
41428,1,0,0,0,0,0,0,0
41462,1,0,0,0,0,0,0,0
41463,1,0,0,0,0,0,0,0
4158,0,0,0,0,0,0,0,0
4160,0,0,0,0,0,0,0,0
4162,0,0,0,0,0,0,0,0
41632,1,0,0,0,0,0,0,0
41648,1,0,0,0,0,0,0,0
4169,0,0,0,0,1,1,0,0
4173,0,0,0,0,0,0,0,0
4174,0,0,0,0,0,0,0,0
4211,0,0,0,1,1,1,0,0
42128,0,0,0,1,1,1,0,0
4243,0,0,1,0,0,1,0,0
42540,0,0,0,1,1,1,0,0
42586,1,0,0,0,0,1,0,0
4284,0,1,0,1,0,0,1,1
42948,0,0,0,1,1,1,0,0
43079,1,0,1,0,0,0,0,0
43226,1,0,0,0,0,0,0,0
43234,1,0,0,0,0,1,0,0
43523,1,0,0,0,0,0,0,0
4369448,0,0,0,0,0,0,0,0
43714,1,0,0,0,0,0,0,0
43815,0,0,0,0,1,1,0,0
439213,0,0,0,0,0,1,0,0
439302,0,0,0,0,0,0,0,0
44073,1,0,0,0,0,0,0,0
441071,0,1,1,0,0,0,1,1
441074,0,0,0,0,0,0,0,0
441140,0,0,0,0,0,0,0,0
441207,0,1,1,0,0,0,0,0
441278,0,0,0,0,0,0,0,0
44146693,1,0,0,0,0,0,0,0
44146828,1,0,0,0,0,0,0,0
44151818,1,0,0,0,0,0,0,0
4420,0,1,1,0,0,1,1,1
442021,0,1,1,0,0,0,1,1
4421,0,0,0,0,0,0,0,0
442530,0,0,1,1,0,0,0,0
443055,1,0,0,0,0,0,0,0
443229,1,0,0,0,0,0,0,0
443495,1,1,0,0,0,1,0,0
44374,0,0,0,0,0,1,0,0
44409094,1,0,0,0,0,0,0,0
444266,0,1,1,0,0,1,1,1
444679,0,1,1,0,0,1,1,1
44473182,1,0,0,0,0,0,0,0
444795,0,1,0,0,0,0,0,0
444972,0,1,1,0,0,1,1,1
445354,0,0,0,0,0,0,0,0
445434,0,0,1,0,1,0,0,0
445639,0,1,0,1,1,1,1,1
44571837,1,0,0,0,0,0,0,0
445858,0,0,0,0,0,1,0,0
446598,0,0,0,0,0,0,0,0
447466,0,0,1,0,1,0,1,1
4477,0,1,0,0,0,0,1,1
448537,0,0,0,0,0,0,0,0
449093,1,0,0,0,0,0,0,0
4509,0,0,0,0,0,0,0,0
4510,0,1,0,0,0,0,1,1
45380417,1,0,0,0,0,0,0,0
454,0,0,1,1,1,0,0,0
4543,0,0,0,0,0,0,0,0
45452,0,0,0,0,0,1,0,0
456190,0,0,0,0,0,0,0,0
4567,0,0,0,0,0,0,0,0
4568,0,0,0,0,0,0,0,0
4584,0,0,0,0,1,0,0,0
4601,0,0,0,0,0,0,0,0
460612,0,0,0,0,0,0,0,0
4616,0,0,0,0,0,0,0,0
4618,0,1,0,0,0,0,1,1
4628,0,0,0,0,0,0,0,0
4632,0,0,1,0,1,1,0,0
4634,0,0,0,0,0,0,0,0
4636,0,0,0,0,0,0,0,0
4641,0,0,0,0,0,0,0,0
4649,0,0,0,0,0,0,0,0
4650,0,1,0,0,0,0,1,1
4680,0,0,1,0,0,0,0,0
4684,1,1,0,0,1,1,1,1
4685,1,1,1,1,1,1,1,1
4690,1,0,0,0,0,0,0,0
46944253,1,0,0,0,0,0,0,0
4696,0,0,0,0,0,1,0,0
4723,0,0,0,0,0,0,0,0
4737,0,0,0,0,0,0,0,0
47445,1,0,0,0,0,0,0,0
4748,0,0,0,0,0,0,0,0
47491,1,0,0,0,0,0,0,0
4753,0,0,0,0,0,0,0,0
4754,0,0,0,0,0,0,0,0
4760,0,0,0,0,0,0,0,0
4762,0,0,0,0,0,0,0,0
4763,0,0,0,0,0,0,0,0
4771,0,0,0,0,0,0,0,0
47759,1,0,0,0,0,0,0,0
4781,0,0,0,0,0,0,0,0
47866,1,0,0,0,0,0,0,0
47898,1,0,0,0,0,1,0,0
4790,1,1,1,0,0,1,1,1
4793,1,0,1,0,0,1,0,0
47938,1,0,0,0,0,0,0,0
4794,1,0,0,0,0,0,0,0
4837,0,1,0,0,0,0,1,1
4842,0,0,0,0,0,0,0,0
4870,0,0,0,0,0,0,0,0
4873,0,0,0,0,0,0,0,0
48890,0,0,1,1,1,1,0,0
4906,0,0,0,0,0,0,0,0
4909,0,0,0,0,0,0,0,0
4913,0,0,0,0,0,0,0,0
4914,0,0,0,0,0,0,0,0
4915,0,0,0,0,0,0,0,0
4917,0,0,0,0,0,0,0,0
4926,0,0,0,0,0,0,0,0
4927,0,0,0,0,0,0,0,0
4928,0,1,0,0,0,1,1,1
4929,1,0,0,0,1,1,0,0
4931,0,1,0,0,0,1,1,1
4933,0,1,0,0,0,1,1,1
4934,0,0,0,0,0,0,0,0
493570,0,0,1,0,0,0,0,0
4936,0,1,0,0,0,0,1,1
4937,1,1,0,0,0,1,1,1
4940,0,0,0,0,0,0,0,0
4943,0,0,0,0,1,0,0,0
4944,0,1,0,0,0,0,1,1
4947,0,1,1,0,0,0,1,1
4976,0,0,0,0,0,0,0,0
50163,0,0,0,0,0,0,1,1
50367,1,0,0,0,0,1,0,0
50465,1,0,1,0,0,0,0,0
50516,1,0,0,0,0,0,0,0
5053,0,1,0,0,0,0,1,1
5054,0,1,1,0,0,0,1,1
50895,1,0,0,0,0,0,0,0
50897,1,0,1,0,0,0,0,0
5111791,0,0,0,0,0,0,0,0
5125,0,1,1,0,0,1,1,1
5143,1,1,0,0,0,0,1,1
5147,0,1,0,0,0,0,0,0
51556,1,0,0,0,0,0,0,0
51574,1,0,0,0,0,0,0,0
51605,1,0,0,0,0,0,0,0
516881,0,0,0,0,0,0,1,1
516900,0,0,0,0,0,0,0,0
516910,0,0,0,0,0,0,0,0
517055,0,1,0,0,0,0,1,1
517165,0,0,0,0,0,0,0,0
517277,0,0,0,0,0,1,0,0
518696,0,0,0,0,0,0,0,0
5193,0,0,0,0,0,0,0,0
5216,1,1,0,0,0,1,1,1
522524,0,0,0,0,1,1,0,0
5235,0,0,0,0,0,0,0,0
5237,1,1,1,0,0,0,1,1
5238,0,0,0,0,0,0,0,0
5241,0,0,0,0,0,0,0,0
524223,0,0,0,0,0,1,0,0
525,0,1,1,0,0,1,1,1
525128,0,0,0,0,0,0,0,0
527,0,1,1,0,0,0,1,1
5273469,0,1,0,0,0,0,0,0
5280363,0,0,0,0,0,0,0,0
5280450,0,0,1,0,1,1,0,0
5280489,0,0,0,0,0,0,0,0
5280794,0,0,0,0,0,1,0,0
5280795,0,1,0,0,0,0,0,0
5280954,0,0,0,0,0,0,0,0
5280970,0,1,0,0,0,1,1,1
5281,0,1,1,1,1,1,1,1
5281035,0,0,0,0,0,0,0,0
5281045,0,0,1,0,0,1,0,0
5281077,0,0,0,0,0,0,0,0
5281166,1,0,0,0,0,0,0,0
5281167,0,0,1,0,1,0,0,0
5281873,0,0,0,0,1,1,0,0
5281875,0,0,1,1,0,0,0,0
5282108,0,0,1,0,0,1,0,0
5282227,1,0,0,0,0,0,0,0
5282253,0,0,1,1,1,0,0,0
5284359,0,0,0,0,0,0,1,1
5284371,0,0,1,0,0,1,0,0
5284469,0,1,1,1,1,1,1,1
5284483,0,0,0,0,0,0,0,0
5284484,1,0,0,0,0,0,0,0
5284499,0,0,0,0,1,0,0,0
5284569,0,0,0,0,0,0,0,0
5284570,0,0,0,0,0,0,0,0
5284595,0,0,0,0,0,0,0,0
5284596,0,0,0,0,0,0,0,0
5284603,0,0,0,0,0,1,0,0
5284607,0,0,0,0,0,0,0,0
5287554,0,0,1,0,0,0,0,0
5288826,0,1,1,0,0,0,0,0
52997,1,0,0,0,0,0,0,0
52998,1,0,0,0,0,0,0,0
52999,1,0,0,0,0,0,0,0
5311017,0,0,0,0,0,0,0,0
5311054,0,0,0,0,0,0,0,0
5311266,0,0,0,0,0,0,0,0
5311333,0,0,0,1,1,0,0,0
5314,0,0,0,0,0,0,0,0
5314126,0,1,0,0,0,0,1,1
5322,0,0,0,0,0,0,0,0
5322148,0,0,0,0,0,0,0,0
53242358,1,0,0,0,0,0,0,0
5327,0,0,0,1,1,1,0,0
5329,0,0,0,0,0,0,0,0
53297414,1,0,0,0,0,0,0,0
53309,1,0,0,0,0,0,0,0
5333,0,1,0,0,0,0,1,1
53341374,1,0,0,0,0,0,0,0
5338,1,0,0,0,0,0,0,0
5344,0,1,0,0,0,0,1,1
53491464,1,0,0,0,0,0,0,0
53518,1,0,0,0,0,0,0,0
5352425,0,0,0,0,0,0,1,1
5355130,0,0,0,0,1,0,0,0
5355863,1,1,1,0,0,0,1,1
5359268,0,0,0,0,0,0,0,0
5359272,0,0,0,0,0,0,0,0
