CID,Plant absorption and mobility,Soil absorption and mobility,Plant bioconcentrations,Terrestrial animals bioconcentrations,Aquatic animals bioconcentrations,Sediment and soil bioconcentrations,Aerobic degradation,Anaerobic degradation
5359371,0,0,0,0,0,0,0,0
53597,1,0,0,0,0,0,0,0
5360315,0,0,0,0,0,0,0,0
5360696,0,0,0,0,0,0,0,0
5360962,1,0,0,0,0,0,0,0
5362487,1,0,0,0,0,1,0,0
5364079,1,0,0,0,0,0,0,0
5364509,0,0,0,0,0,1,0,0
5366415,0,1,0,0,0,0,1,1
5366546,1,0,0,0,0,0,0,0
5371560,1,1,0,1,0,1,1,1
5371562,0,1,1,1,0,0,1,1
5371578,0,1,0,0,0,0,1,1
5372405,1,0,0,0,0,0,0,0
5372477,1,0,0,0,0,0,0,0
5377791,1,0,0,0,0,0,0,0
5383,1,0,1,0,0,1,0,0
5392,0,1,0,0,1,1,1,1
5430,1,1,0,0,0,1,1,1
5440,0,0,0,0,0,0,0,0
5447,0,0,0,0,0,1,0,0
5447130,0,0,0,0,0,0,0,0
5452,0,0,0,0,0,0,0,0
5453,0,0,0,0,0,0,0,0
5454,0,0,0,0,0,0,0,0
5455,1,1,0,0,0,0,1,1
54589430,1,0,0,0,0,0,0,0
5460467,0,0,0,0,0,0,0,0
5462309,0,0,0,0,0,0,0,0
54670067,0,1,1,0,0,0,1,1
54671203,0,0,0,0,0,0,0,0
54675776,0,0,0,0,0,0,0,0
54675779,0,0,0,0,1,1,0,0
54675785,0,0,0,0,0,0,0,0
54675810,0,1,0,0,0,0,1,1
54676038,0,0,1,0,0,0,0,0
54676537,0,0,0,0,0,0,0,0
54676884,0,0,0,1,1,1,0,0
54678486,0,1,0,1,0,1,1,1
54678504,0,1,1,1,0,0,0,0
54680085,1,0,0,1,0,0,0,0
54680660,0,1,0,0,0,0,0,0
54680676,0,0,0,1,1,0,0,0
54680692,0,0,0,0,0,0,0,0
54708610,1,0,0,0,0,0,0,0
54738,1,0,0,0,0,0,0,0
54739,1,0,0,0,0,0,0,0
54740,1,0,0,0,0,0,0,0
54744,1,0,0,0,0,0,0,0
54745,1,0,0,0,0,0,0,0
54778,1,0,0,0,0,0,0,0
5483872,1,0,0,0,0,0,0,0
5484172,1,0,0,0,0,0,0,0
5486204,0,0,1,1,0,1,0,0
54886,1,0,0,0,0,0,0,0
54901,0,0,0,0,0,1,0,0
54960,1,0,0,0,0,0,0,0
5503,0,0,0,0,0,0,0,0
5505,0,0,0,0,0,0,0,0
5541,0,1,1,0,0,0,1,1
5543,0,1,0,0,0,1,1,1
5546,0,0,0,0,0,1,0,0
5558,0,1,1,0,0,1,1,1
5560,0,0,0,0,0,0,0,0
5564,0,0,1,0,1,1,0,0
5566,0,0,0,0,0,0,0,0
5569,0,1,0,0,1,1,1,1
5570,0,0,1,0,1,0,0,0
5572,0,0,0,0,0,0,0,0
5577,0,0,0,0,0,0,0,0
55790,1,0,0,0,0,0,0,0
560193,1,0,0,0,0,0,0,0
5610,0,0,0,0,0,0,0,0
56160,1,0,0,0,0,0,0,0
56208,0,0,0,0,1,1,0,0
564,0,0,0,0,0,0,0,0
5641,0,1,0,0,0,0,1,1
5651,0,0,0,0,0,0,0,0
5656,0,0,0,0,1,1,0,0
568,0,1,1,1,1,1,1,1
56842199,0,0,1,1,1,1,0,0
56842205,0,0,1,0,0,1,0,0
56945144,1,0,0,0,0,0,0,0
56945145,1,0,0,0,0,0,0,0
5727,0,0,0,0,0,0,0,0
57369825,1,0,0,0,0,0,0,0
57414497,1,0,0,0,0,0,0,0
5743,0,0,0,0,0,0,0,0
5746,0,0,0,0,0,0,0,0
5754,0,0,0,0,0,0,0,0
5755,0,0,0,0,0,0,0,0
5756,0,0,0,0,0,1,0,0
5757,0,0,0,1,0,1,0,0
5770,0,1,0,0,0,0,0,0
5773,0,0,0,0,0,0,0,0
5780,1,1,1,0,0,0,1,1
5790,0,0,0,0,0,0,0,0
5794,1,1,0,0,0,1,1,1
5798,0,0,0,0,0,0,1,1
5817,1,0,0,0,0,0,0,0
5820,0,0,0,0,0,0,0,0
5821911,1,0,0,0,0,0,0,0
5826,0,0,0,0,0,0,0,0
5833,0,0,0,0,0,0,0,0
5853,1,1,1,1,1,1,1,1
5862,0,1,1,0,0,0,1,1
5865,0,0,0,0,0,0,0,0
5870,0,0,1,0,0,1,0,0
5876,0,0,0,0,0,0,0,0
5889,0,0,1,1,1,1,0,0
5889665,1,0,0,0,0,0,0,0
5901,0,0,0,0,0,0,0,0
5904,0,0,0,0,0,0,0,0
5906,0,0,0,0,0,0,0,0
590836,0,0,1,1,1,1,0,0
5910,0,0,0,0,0,0,0,0
5920,0,0,0,0,0,0,0,0
5921,0,0,0,1,1,0,0,0
5936,0,1,0,0,0,0,1,1
5943,0,1,0,0,1,1,1,1
5944,0,0,0,0,0,0,0,0
5950,0,1,0,1,1,0,1,1
5951,0,0,0,0,0,0,0,0
5954,0,0,1,0,1,1,0,0
5959,0,0,0,0,0,1,0,0
5960,0,1,0,0,1,1,1,1
5962,0,0,1,0,0,0,0,0
5965,0,0,0,0,0,0,0,0
5971,0,1,1,0,0,0,1,1
5976,0,1,0,0,0,0,1,1
5977,0,0,0,0,0,0,0,0
5978,0,0,0,0,0,0,0,0
5983,0,0,0,0,0,0,0,0
5988,1,0,0,0,0,0,0,0
5991,0,0,0,0,0,1,0,0
5993,1,1,1,1,1,1,1,1
5994,0,0,1,0,0,1,0,0
5997,0,0,0,0,0,1,0,0
6000,0,0,0,0,0,0,0,0
6001,0,0,0,0,1,1,0,0
6005,0,0,0,0,0,0,0,0
6009,0,0,0,0,0,0,0,0
6011,0,0,0,0,0,0,0,0
6013,0,0,0,0,0,1,0,0
6019,0,0,0,0,0,0,0,0
6024,0,0,0,0,0,0,0,0
6028,0,1,0,1,1,1,1,1
6032,0,0,0,0,0,0,0,0
6046,0,0,0,0,0,1,0,0
6047,0,0,0,0,0,0,0,0
6049,0,1,0,0,0,1,1,1
6050,0,1,0,0,0,0,1,1
6051,0,1,0,0,0,0,1,1
6053,0,0,0,0,0,0,1,1
6057,0,1,0,0,0,0,1,1
6061,0,1,0,0,0,0,1,1
60823,0,0,0,0,0,1,0,0
6087,0,0,0,0,0,0,0,0
6093192,0,0,0,0,0,0,0,0
6093286,0,0,0,0,0,0,0,0
6098,0,0,0,0,0,0,0,0
6099,0,1,0,0,0,0,1,1
6101,0,1,0,0,0,0,1,1
61021,0,1,0,0,0,0,1,1
6108,0,1,0,0,0,1,1,1
6112114,1,0,0,0,0,0,0,0
6115,0,1,1,0,0,1,1,1
612,0,1,0,0,1,1,1,1
6124,0,1,1,0,1,1,1,1
6125184,1,0,0,0,0,0,0,0
6128,0,0,1,0,0,1,0,0
6129,1,1,1,1,0,1,1,1
6137,0,0,1,1,0,1,0,0
6140,0,1,1,0,1,0,1,1
6145,1,0,0,0,0,0,0,0
61585,0,0,0,0,1,1,0,0
6163,0,1,0,0,0,0,1,1
6167,0,0,0,0,0,0,0,0
6172,0,0,0,0,0,0,0,0
6173,0,0,0,0,0,0,0,0
6184,0,1,1,0,1,0,1,1
61899,1,0,0,0,0,0,0,0
6194,0,0,0,0,0,0,0,0
6197,1,1,0,0,0,0,1,1
62020,1,0,0,0,0,0,0,0
6209,0,0,0,0,0,0,0,0
6212,0,1,0,1,1,1,1,1
6214,0,1,0,1,1,1,1,1
6215,0,0,0,0,0,0,0,0
62204,0,0,0,0,1,0,0,0
62274,0,0,0,0,1,0,0,0
62275,0,0,0,0,1,0,0,0
62276,1,0,0,0,0,0,0,0
6228,0,1,0,0,0,0,1,1
6230,0,0,0,0,0,0,0,0
6231,0,0,0,0,0,0,0,0
62329,0,0,0,0,1,1,0,0
6234,0,0,0,0,0,0,0,0
6238,0,0,0,0,0,0,0,0
6249,0,0,0,0,0,0,0,0
6251,0,1,1,0,0,0,1,1
6253,0,0,0,0,0,0,0,0
6274,0,0,0,0,0,0,0,0
6276,0,1,0,0,0,0,1,1
6278,0,1,1,1,1,1,1,1
62781,1,0,0,0,0,0,0,0
6282,0,0,0,0,0,0,0,0
62882,0,0,0,0,0,0,0,0
6292,0,0,0,0,0,0,0,0
6294,0,1,1,1,1,1,1,1
6295,0,0,0,0,0,1,0,0
6296,0,0,0,0,0,0,0,0
6318,1,0,0,0,0,1,0,0
6322,0,0,0,0,0,0,0,0
6323,0,1,1,0,0,1,1,1
6324,0,1,0,0,0,1,1,1
6325,0,1,1,0,0,1,1,1
6326,0,1,0,0,0,0,1,1
6326954,0,0,1,0,0,1,0,0
6327,0,1,1,0,1,1,1,1
6327054,0,1,1,0,0,0,1,1
6327114,0,0,0,0,0,0,1,1
6327182,0,0,0,0,0,0,0,0
6327386,0,1,0,0,0,0,0,0
6327514,0,0,0,0,0,0,1,1
6327654,0,0,0,0,0,0,1,1
6327657,1,1,0,0,0,1,1,1
6328,0,1,0,0,1,0,0,0
6329,0,1,1,0,1,1,1,1
6332,0,1,1,0,0,0,1,1
6333,0,1,0,0,1,0,1,1
6334,0,1,0,0,0,1,1,1
6335,0,1,0,0,0,0,1,1
6336,1,0,0,0,0,0,0,0
6337,0,1,0,0,1,1,1,1
6338,0,1,0,0,0,1,1,1
6339,0,1,0,0,0,0,0,0
6341,0,1,1,0,0,1,1,1
6342,0,1,0,0,0,0,1,1
6343,0,1,0,0,0,0,0,0
6344,0,1,0,0,1,1,1,1
6348,0,1,1,0,0,1,1,1
6351,0,1,0,0,0,0,0,0
6354,0,1,0,0,1,0,1,1
6358,0,1,0,0,0,0,1,1
6359,0,0,0,0,1,1,0,0
6360,0,1,0,0,0,1,1,1
6363,0,1,0,0,0,1,1,1
6364,0,1,0,0,0,0,0,0
6366,0,1,0,0,0,1,1,1
6367,0,1,0,0,0,0,0,0
6370,0,1,0,0,0,0,1,1
637090,0,0,0,0,1,0,1,1
6371,0,1,0,0,0,0,0,0
6372,0,1,0,0,0,0,1,1
6375,0,1,0,0,0,0,1,1
637511,0,1,0,0,0,0,0,0
637563,0,1,0,0,0,0,0,0
637564,0,0,1,0,1,0,0,0
637566,0,1,1,0,0,0,1,1
6377,0,1,0,0,0,0,1,1
6378,0,1,0,0,0,0,1,1
638011,0,1,1,0,0,0,1,1
638014,0,0,1,0,1,1,0,0
638072,0,0,1,0,0,1,0,0
638186,0,0,0,0,1,1,0,0
6382,0,1,0,0,0,0,1,1
6384,0,1,0,0,0,0,1,1
6386,0,1,0,0,0,1,1,1
6387,0,1,0,0,0,0,1,1
6389,0,1,0,0,1,1,1,1
6391,0,1,0,0,1,1,1,1
6392,0,1,0,0,0,0,1,1
6393,0,1,0,0,0,0,1,1
6394,0,1,1,0,1,1,1,1
6397,0,1,0,0,0,0,0,0
6399,0,1,0,0,0,0,0,0
6403,0,1,0,0,0,0,1,1
6404,0,1,0,0,0,0,1,1
6406,0,1,0,0,0,0,1,1
6407,0,1,0,0,0,0,1,1
6410,0,1,0,0,0,0,1,1
6418,1,0,0,0,0,1,0,0
6419,0,1,0,0,0,0,1,1
6421,0,1,1,1,1,1,1,1
642197,0,1,0,0,0,0,1,1
6422843,1,0,0,0,0,0,0,0
6423,1,1,0,0,0,0,1,1
6426,0,1,0,0,0,0,1,1
6427,0,1,0,0,0,0,1,1
6428,0,1,0,0,0,0,1,1
6429,0,1,0,0,0,0,1,1
6430,0,1,0,0,0,0,1,1
6433329,1,0,0,0,0,0,0,0
6433575,0,0,0,0,0,0,0,0
6433586,0,0,0,0,0,1,0,0
6433657,0,0,0,0,0,1,0,0
6434236,1,0,0,0,0,0,0,0
643460,0,1,1,0,0,0,1,1
6436604,1,0,0,0,0,0,0,0
6436606,1,0,0,0,0,0,0,0
643833,0,0,1,0,0,1,0,0
643989,0,0,0,0,0,0,0,0
6440577,1,0,0,0,0,0,0,0
6440821,0,0,0,0,1,0,0,0
6442842,1,0,0,0,0,0,0,0
6446,0,0,0,0,0,0,0,0
6451057,1,0,0,0,0,0,0,0
6451142,1,0,0,0,0,0,0,0
6451155,1,0,0,0,0,0,0,0
6464,0,0,0,0,0,0,0,0
6466,1,1,0,0,0,0,1,1
6476,0,0,0,0,0,0,0,0
6478,0,0,0,0,1,1,0,0
6492,0,1,0,0,0,1,1,1
6496,0,1,0,0,0,0,1,1
6497,0,1,0,0,0,0,0,0
6498,0,0,0,0,0,0,0,0
650,0,1,1,1,1,0,1,1
6505,0,1,0,0,0,0,1,1
6506,0,1,0,0,0,0,1,1
6511,0,1,1,0,1,1,1,1
6517,0,1,0,0,0,0,0,0
65174,1,0,0,0,0,0,0,0
6527,0,0,0,0,0,1,0,0
6528,0,1,0,0,0,0,1,1
6529,0,1,1,0,0,1,1,1
6531,1,1,1,0,0,0,1,1
6535,0,1,0,0,0,1,1,1
6537497,0,0,0,1,1,0,0,0
6537506,0,0,0,1,1,1,0,0
6537961,1,0,0,0,0,0,0,0
6538,0,0,0,0,1,1,0,0
6538287,1,0,0,0,0,0,0,0
6540,0,1,0,1,1,1,1,1
6541,1,0,0,0,0,0,0,0
6542,1,0,0,0,0,0,0,0
65420,1,0,0,0,0,0,0,0
6543,0,1,0,0,0,0,1,1
6544,0,1,0,0,1,1,1,1
6549,0,1,1,0,0,0,1,1
6554,0,1,0,0,0,0,0,0
6556,0,1,1,0,0,1,1,1
6557,0,1,1,0,0,0,1,1
6558,0,1,1,0,0,1,1,1
6560,0,1,1,0,1,0,1,1
6561,0,1,1,0,0,0,1,1
6562,0,1,1,0,0,0,0,0
6564,0,1,0,0,0,1,1,1
6565,0,0,0,0,0,1,0,0
656671,0,0,0,0,0,0,0,0
6568,0,1,0,0,1,0,1,1
6569,0,1,1,0,0,1,1,1
656958,0,0,0,0,0,1,0,0
6570,0,1,1,0,1,0,1,1
6571,0,1,0,0,0,0,0,0
657201,0,0,0,0,0,0,0,0
6574,0,1,0,0,0,1,1,1
6575,0,1,1,1,1,1,1,1
6577,0,1,0,0,0,0,0,0
6579,0,1,0,0,1,1,1,1
6581,0,1,1,1,0,0,1,1
6582,0,1,0,0,0,0,1,1
6584,0,1,1,0,0,0,1,1
6585,0,1,0,0,0,0,1,1
6586,0,1,0,0,0,0,1,1
6587,0,1,0,0,0,0,1,1
6588,0,1,0,0,0,0,1,1
6589,0,1,0,0,0,0,1,1
6590,0,0,1,0,1,1,0,0
6591,0,1,0,0,0,1,1,1
6597,0,0,1,0,0,1,0,0
6599,0,1,0,0,0,0,1,1
66,0,0,0,1,0,1,0,0
6613,0,0,1,0,0,0,0,0
6616,0,1,1,0,0,1,1,1
6618,0,0,1,1,1,1,0,0
6621,0,1,0,0,0,0,0,0
6623,0,1,0,0,1,1,1,1
6624,0,0,0,0,0,0,0,0
6629,0,1,0,0,0,0,1,1
6635,1,1,0,0,0,1,0,0
6641,0,1,0,0,0,0,1,1
6643,0,0,0,0,0,1,0,0
66461,1,0,0,0,0,0,0,0
6654,0,1,1,0,1,1,1,1
6658,0,1,0,0,0,0,1,1
6669,0,0,0,0,1,1,0,0
667467,0,0,0,0,0,0,0,0
667490,0,0,0,0,0,0,0,0
6675,0,1,0,0,0,0,1,1
6693,1,0,0,0,0,0,0,0
6697,0,0,0,0,1,1,0,0
6709,0,1,0,0,0,0,1,1
6719,0,0,0,1,0,0,1,1
6720,1,1,1,0,1,1,1,1
67215,0,0,0,0,1,0,0,0
6726,0,0,0,0,0,0,0,0
6732,0,1,0,0,0,0,0,0
6734,0,0,1,1,1,1,1,1
674,0,1,1,0,1,1,1,1
6741,0,0,0,0,0,0,0,0
67420724,1,0,0,0,0,0,0,0
6753,0,0,0,0,1,0,0,0
67542,0,0,1,1,1,0,0,0
6758,0,1,0,0,1,0,1,1
6763,0,0,0,0,0,1,0,0
6766,0,1,0,0,0,1,1,1
67734,0,0,0,1,1,1,0,0
6777,0,0,0,0,0,1,0,0
6780,0,1,1,1,1,1,1,1
6781,0,1,1,0,1,1,1,1
67815,0,0,0,1,1,1,0,0
67818,0,0,1,1,1,1,0,0
6782,1,0,1,0,1,1,0,0
67821,0,0,0,1,1,1,0,0
6786,0,0,0,0,1,1,0,0
6787,0,1,1,0,1,0,1,1
679,0,1,1,0,1,0,1,1
6794,1,1,0,0,0,0,1,1
6805,0,0,0,0,0,1,0,0
6809,1,0,0,0,0,0,0,0
681,0,0,0,0,0,0,0,0
6810,0,1,1,0,0,0,0,0
6811,0,0,1,0,0,1,0,0
6819,0,1,0,0,0,0,1,1
6824,0,1,0,0,0,0,1,1
6834,0,0,0,0,0,0,0,0
6838,0,0,0,0,1,1,1,1
6849,0,0,0,0,0,0,0,0
6853,0,1,1,1,1,1,1,1
6854,0,1,1,1,1,1,1,1
68546,0,0,0,0,0,0,0,0
6858006,1,0,0,0,0,0,0,0
6860,0,0,1,0,1,1,0,0
6862,0,1,1,0,0,0,1,1
6877,0,1,0,0,0,0,0,0
6893,0,1,0,0,0,0,1,1
6895,1,1,1,1,1,1,1,1
6896,0,1,1,0,0,0,1,1
6899,0,0,1,1,0,1,0,0
6900,0,0,0,0,0,0,0,0
6901,0,0,1,1,1,1,1,1
6905,0,0,0,0,0,1,0,0
6909,0,1,0,0,0,0,1,1
6913,0,0,0,0,0,0,1,1
6914,0,0,1,1,1,1,0,0
6944,0,1,0,0,0,0,1,1
6945,0,1,0,0,1,0,1,1
6946,0,1,0,0,0,0,1,1
6947,0,1,0,1,1,1,1,1
6950,1,1,0,0,0,1,1,1
6954,0,1,0,0,0,0,1,1
69548,1,0,0,0,0,0,0,0
695679,1,0,0,0,0,0,0,0
6977,0,0,0,1,0,0,0,0
69785,0,0,0,1,1,1,0,0
697993,0,0,0,0,1,1,0,0
6986,0,1,0,0,0,0,0,0
6989,0,1,1,0,1,1,1,1
6992,0,1,0,0,0,0,0,0
6996,0,0,0,0,0,0,1,1
6998,0,1,1,0,0,1,1,1
700,1,1,1,0,0,0,1,1
7000,0,1,0,0,0,0,1,1
7003,0,0,0,0,0,1,0,0
7005,1,0,0,0,1,1,1,1
7013,0,0,0,0,0,1,0,0
7015,0,1,0,0,0,0,1,1
7017,0,1,0,0,1,0,1,1
7018,0,1,0,1,0,1,0,0
702,0,1,1,0,0,0,1,1
7027,0,1,0,0,0,0,1,1
7028,0,0,0,0,0,0,0,0
7029,0,0,0,0,0,0,0,0
70400055,1,0,0,0,0,0,0,0
7044,0,1,0,0,0,1,1,1
7047,0,1,1,0,0,1,1,1
7048,0,0,0,0,0,1,0,0
70495450,1,0,0,0,0,0,0,0
7055,0,0,1,0,1,1,0,0
7056,0,0,0,1,1,1,0,0
7057,0,1,0,0,0,0,1,1
7061,0,1,0,0,0,0,1,1
70678557,0,0,0,0,0,0,0,0
7070,0,1,0,0,1,1,1,1
7076,0,1,0,0,0,1,1,1
708857,0,0,0,0,0,0,0,0
7095,0,1,1,1,1,1,1,1
7102,0,1,0,0,0,0,1,1
7108,0,0,0,0,0,1,0,0
7111,0,1,0,0,1,1,1,1
7114,0,0,0,0,0,0,1,1
7115,0,0,0,0,0,1,0,0
712,0,1,1,0,1,0,1,1
71230671,1,0,0,0,0,0,0,0
71230673,1,0,0,0,0,0,0,0
71245,1,0,0,0,0,0,0,0
713,0,1,0,0,0,0,1,1
7148,0,1,0,0,0,0,0,0
71482,1,0,0,0,0,0,0,0
7150,0,0,1,0,0,1,0,0
7153,1,1,0,0,0,1,1,1
7157,0,1,0,0,0,1,1,1
71571511,0,0,0,0,0,0,0,0
7158,0,1,0,0,0,1,1,1
7159,0,1,0,0,0,0,0,0
71679243,1,0,0,0,0,0,0,0
7173,0,1,0,0,0,0,1,1
7174,0,0,0,0,0,0,0,0
7175,0,1,0,0,1,1,1,1
7184,0,1,0,0,1,0,1,1
71853,1,0,0,0,0,0,0,0
7187,0,1,0,0,0,0,1,1
7195,0,0,0,0,0,0,1,1
7204,1,1,0,0,0,1,1,1
7206,0,1,1,0,0,0,1,1
7207,1,1,0,0,0,1,1,1
7216,0,1,0,0,0,0,0,0
7219,0,0,0,0,0,1,0,0
7220,0,0,0,0,0,1,0,0
7222,0,0,1,1,1,0,1,1
7237,0,1,1,0,1,1,1,1
7239,0,1,1,1,1,1,1,1
7240,0,1,0,0,1,1,1,1
7242,0,1,0,0,0,1,1,1
7243,0,0,0,0,0,0,0,0
7244,0,0,1,1,1,0,0,0
7245,0,1,1,0,1,1,1,1
7248,0,1,0,0,0,0,1,1
7249,0,0,0,0,0,1,0,0
7250,0,1,0,0,0,0,1,1
7251,0,1,1,0,0,1,1,1
7254,0,0,0,0,0,1,1,1
7255,0,1,0,0,0,0,1,1
7257,1,1,1,0,0,1,1,1
7258,0,0,0,0,0,1,0,0
7259,0,1,1,0,0,0,1,1
7260,0,1,0,0,0,0,1,1
7261,0,0,0,0,0,0,1,1
7267,0,0,0,0,0,1,0,0
727,1,1,1,1,1,1,1,1
7270,0,0,1,1,1,1,1,1
7271,0,0,1,1,1,1,0,0
72734664,1,0,0,0,0,0,0,0
7276,0,0,0,0,0,0,1,1
7280,0,1,1,0,0,1,1,1
7281,0,0,0,0,0,0,1,1
7285,0,1,0,0,0,1,1,1
7286,0,1,0,0,0,0,0,0
7288,0,0,1,0,0,1,0,0
7290,0,1,0,0,0,0,1,1
7294,0,1,0,0,0,0,1,1
7296,0,1,0,0,0,1,1,1
7298,0,0,0,0,0,0,1,1
7311,0,0,0,0,1,1,0,0
7321,0,1,0,0,0,0,1,1
7324,0,0,0,0,0,0,0,0
7328,0,1,0,1,0,1,0,0
73281,1,0,0,0,0,0,0,0
73282,1,0,0,0,0,0,0,0
7340,0,0,0,0,0,0,0,0
7343,0,1,0,0,0,0,1,1
7344,0,1,1,0,0,0,1,1
7354,0,1,0,0,0,0,1,1
7357,0,1,0,0,0,0,1,1
7361,0,1,0,0,1,0,1,1
7362,0,1,0,0,1,0,1,1
736366,0,1,0,0,0,0,0,0
7366,0,0,0,0,0,1,0,0
73665,1,0,0,0,0,0,0,0
73669,1,0,0,0,0,0,0,0
7367,0,1,0,0,0,0,1,1
7368,0,1,0,0,0,0,1,1
7371,0,0,0,0,0,0,1,1
7393,0,0,0,1,1,1,0,0
7394,0,0,0,0,0,1,0,0
73981,0,0,0,0,0,0,0,0
7406,0,1,1,0,1,1,1,1
7407,0,1,0,0,0,1,1,1
7410,0,1,1,0,0,1,1,1
7412,0,1,0,0,0,0,1,1
7416,0,1,0,1,1,1,1,1
7422,0,0,0,0,0,0,0,0
7423,0,0,0,0,0,0,1,1
7430,1,1,0,0,0,0,1,1
7434,0,0,0,0,0,1,0,0
7439,0,1,1,0,0,0,1,1
7443,0,0,0,0,1,0,0,0
74483,0,0,0,1,1,1,0,0
7456,0,1,0,0,0,1,1,1
7463,0,0,1,0,1,1,0,0
7467,0,1,0,0,0,0,0,0
7468,0,0,0,0,0,0,1,1
7473,0,1,0,0,0,0,1,1
7474,0,1,0,0,1,0,1,1
7475,0,1,0,0,0,0,1,1
7477,0,1,0,0,0,0,0,0
74819,1,0,0,0,0,0,0,0
7489,0,1,0,0,0,0,1,1
7498,0,1,0,0,0,0,0,0
7499,0,0,0,0,0,0,1,1
750,0,0,0,0,0,0,0,0
7500,0,1,1,0,1,1,1,1
7501,0,1,1,0,1,1,1,1
7502,0,1,0,0,0,0,1,1
7503,0,1,0,0,0,1,1,1
7504,0,0,1,0,0,0,1,1
7505,0,1,0,0,1,0,1,1
7509,0,1,0,0,0,0,0,0
75103,0,0,0,0,0,1,0,0
7511,1,0,0,0,0,0,0,0
7515,0,1,1,0,0,0,1,1
7516,0,1,0,0,0,0,1,1
7518,0,0,0,0,0,0,0,0
7519,0,1,0,0,0,0,1,1
7521,0,1,0,0,0,0,1,1
7525,0,1,0,0,0,0,0,0
753,0,1,1,0,0,1,1,1
7533,0,1,0,0,0,0,1,1
7541,0,1,0,0,0,0,1,1
7543,0,0,0,0,0,1,1,1
7547,0,0,1,0,0,1,0,0
7551,0,1,0,0,0,0,1,1
7560,1,0,1,0,0,0,0,0
7564,0,1,0,0,0,0,1,1
7565,0,0,0,0,1,1,1,1
7567,0,0,0,0,0,1,1,1
7577,0,1,0,0,0,0,1,1
7579,0,1,0,0,0,0,0,0
7580,0,0,0,0,1,0,0,0
7583,0,1,1,0,1,0,1,1
7592,0,0,0,0,0,0,1,1
7612,0,1,0,0,0,0,0,0
7616,0,1,0,0,0,0,0,0
7617,0,0,0,0,0,0,0,0
7618,0,1,0,0,0,0,1,1
7622,0,1,0,0,0,0,1,1
7628,1,1,0,0,0,0,1,1
7635,0,0,0,0,0,0,1,1
7636,0,1,0,0,0,0,1,1
7639,0,0,0,0,0,0,0,0
7641,0,1,0,0,0,1,1,1
7657,0,0,0,0,0,1,0,0
7668,0,0,0,0,0,1,0,0
7674,0,1,0,0,0,0,1,1
7675,0,0,0,0,1,0,0,0
768,0,1,1,0,0,0,1,1
7693,0,1,0,0,0,0,0,0
76968156,0,1,0,0,0,0,0,0
7705,0,0,0,0,0,1,0,0
7710,0,0,1,0,1,0,0,0
7716,0,1,0,0,0,0,1,1
7720,0,1,1,0,1,1,1,1
7721,0,1,0,0,0,0,0,0
7723,0,0,0,0,0,0,1,1
7732,0,1,0,0,0,0,1,1
77338,1,0,0,0,0,0,0,0
7737,0,0,0,0,0,0,0,0
774,0,0,0,0,0,0,0,0
7749,0,0,0,0,1,0,0,0
7751,0,1,0,0,0,0,0,0
7757,0,1,0,0,0,0,1,1
7758,0,1,0,0,0,0,1,1
7762,0,1,1,0,1,0,1,1
7764,0,0,0,0,0,0,1,1
7765,0,1,0,0,0,0,0,0
7766,0,1,0,0,0,0,1,1
7768,0,1,0,0,0,0,1,1
7771,0,0,1,0,1,1,0,0
77797,0,0,0,1,1,0,0,0
7794,0,1,1,0,0,0,1,1
7802,0,1,0,0,0,0,1,1
7804,0,0,0,0,0,0,1,1
7807,0,1,0,0,0,0,1,1
7808,0,0,1,1,1,0,0,0
7809,0,1,1,0,1,1,1,1
7810,0,1,0,0,0,0,1,1
7811,0,1,0,0,0,0,0,0
7812,0,1,0,0,0,1,1,1
7813,0,1,0,0,0,0,1,1
7814,0,1,0,0,0,0,1,1
7819,0,1,0,0,0,0,1,1
7834,0,0,0,0,0,0,1,1
7835,0,1,0,0,0,1,1,1
7837,0,1,0,0,0,0,1,1
7839,0,1,1,0,0,1,1,1
784,0,0,0,0,0,0,0,0
7840,0,1,0,0,0,0,1,1
7841,0,1,0,0,0,0,1,1
7843,0,1,0,0,0,1,1,1
7844,0,1,1,0,0,0,1,1
7845,0,1,0,0,0,0,1,1
7847,1,1,1,0,1,1,1,1
7848,0,1,1,0,0,0,1,1
7849,0,0,0,0,0,1,0,0
785,0,1,1,1,0,0,1,1
7850,0,1,0,0,0,0,1,1
7853,0,1,0,0,0,0,1,1
7854,0,1,0,0,0,0,1,1
7855,1,1,0,0,0,1,1,1
7857,0,1,0,0,0,0,0,0
7858,1,1,1,0,1,0,1,1
7860,0,1,0,0,0,0,1,1
7861,0,1,0,0,0,0,0,0
7863,0,0,0,0,0,0,1,1
7865,0,1,0,0,0,0,1,1
7868,0,1,0,0,0,0,1,1
787,0,1,0,0,0,0,0,0
7870,0,1,0,0,0,0,1,1
7873,0,1,0,0,0,0,0,0
7881,0,1,0,0,0,0,1,1
7884,0,1,0,0,0,0,0,0
7892,0,1,0,0,0,0,1,1
7895,0,1,1,0,0,0,1,1
7896,0,1,0,0,0,0,1,1
7897,0,0,0,0,0,0,1,1
7900,0,1,0,0,1,0,1,1
7902,0,1,0,0,1,0,1,1
7903,0,1,0,0,0,0,1,1
7904,0,1,0,0,0,0,1,1
7906,0,0,0,1,0,0,0,0
7909,0,1,1,0,1,1,1,1
7910,0,1,0,0,1,1,1,1
7912,0,1,0,0,0,1,1,1
7914,0,1,0,0,0,0,1,1
7915,0,1,0,0,0,0,1,1
7917,0,0,0,0,0,0,1,1
